measurer,type,time,number
13,S,14:34:41.08,
13,S,14:34:44.04,
13,S,14:34:45.84,
13,S,14:34:46.84,
13,T,14:37:09.15,
13,T,14:37:09.46,
13,S,14:46:16.24,
13,S,14:46:16.61,
13,S,14:47:51.74,
13,S,14:47:52.37,
13,S,15:00:39.75,1
13,S,15:00:40.42,
13,S,15:01:18.88,2
13,S,15:01:19.80,
13,S,15:08:04.24,16
13,S,15:08:05.03,
13,S,15:08:23.90,6
13,S,15:08:24.48,
13,S,15:08:57.70,9
13,S,15:08:58.33,
13,S,15:09:23.71,8
13,S,15:11:23.29,19
13,S,15:12:16.87,17
13,S,15:12:17.19,
13,S,15:13:16.26,22
13,S,15:14:25.84,11
13,S,15:14:46.26,7
13,S,15:15:23.50,18
13,S,15:15:23.96,
13,S,15:15:54.22,5
13,S,15:15:54.72,
13,S,15:17:37.75,26
13,S,15:17:38.26,
13,S,15:18:30.26,21
13,S,15:18:30.73,
13,S,15:18:51.89,12
13,S,15:18:53.03,
13,S,15:19:13.01,24
13,S,15:19:13.70,
13,S,15:19:40.17,15
13,S,15:19:40.60,
13,S,15:22:55.17,25
13,S,15:22:55.59,
13,S,15:24:09.21,14
13,S,15:27:11.31,35
13,S,15:27:11.62,
13,S,15:27:40.87,29
13,S,15:27:41.44,
13,S,15:28:17.79,36
13,S,15:28:18.16,
13,S,15:29:13.42,27
13,S,15:29:14.12,
13,S,15:29:58.00,54
13,S,15:29:58.70,
13,S,15:32:56.19,39
13,S,15:32:56.65,
13,S,15:33:16.28,28
13,S,15:33:54.93,37
13,S,15:33:55.29,
13,S,15:34:23.53,32
13,S,15:34:46.00,43
13,S,15:34:46.61,
13,S,15:35:21.68,58
13,S,15:35:46.83,46
13,S,15:36:09.30,33
13,S,15:36:09.67,
13,S,15:36:31.12,44
13,S,15:36:31.66,
13,S,15:37:45.63,53
13,S,15:38:15.23,52
13,S,15:38:16.00,
13,S,15:38:37.51,41
13,S,15:39:08.57,61
13,S,15:39:09.26,
13,S,15:40:00.96,38
13,S,15:40:08.09,47
13,S,15:40:36.28,51
13,S,15:40:36.71,
13,S,15:41:07.50,45
13,S,15:41:08.22,
13,S,15:42:35.08,56
13,S,15:43:17.78,59
13,S,15:43:18.53,
13,S,15:43:47.38,57
13,S,15:43:48.11,
