measurer,type,time,number
10,S,14:22:36.38,
10,S,14:22:36.66,
10,S,14:24:12.44,
10,S,14:45:33.48,
10,S,14:45:33.82,
10,S,14:47:02.07,
10,S,14:47:03.18,
10,S,14:56:59.71,
10,S,15:00:05.71,1
10,S,15:00:06.18,
10,S,15:00:44.63,2
10,S,15:00:45.04,
10,S,15:07:30.32,16
10,S,15:07:31.07,
10,S,15:07:51.79,6
10,S,15:07:52.16,
10,S,15:08:23.43,9
10,S,15:08:23.85,
10,S,15:08:49.37,8
10,S,15:10:49.65,19
10,S,15:10:50.09,
10,S,15:11:42.87,17
10,S,15:11:43.28,
10,S,15:12:42.31,22
10,S,15:13:52.14,11
10,S,15:14:11.98,7
10,S,15:14:12.31,
10,S,15:14:49.43,18
10,S,15:14:50.03,
10,S,15:15:20.24,5
10,S,15:17:03.99,26
10,S,15:17:04.36,
10,S,15:17:56.66,21
10,S,15:17:57.22,
10,S,15:18:18.93,12
10,S,15:18:19.67,
10,S,15:18:38.55,24
10,S,15:18:39.14,
10,S,15:19:04.85,15
10,S,15:22:21.35,25
10,S,15:22:21.27,
10,S,15:23:35.09,14
10,S,15:23:35.74,
10,S,15:26:37.84,35
10,S,15:26:38.23,
10,S,15:27:06.62,29
10,S,15:27:06.99,
10,S,15:27:43.40,36
10,S,15:27:43.81,
10,S,15:28:40.11,27
10,S,15:29:24.29,54
10,S,15:29:24.69,
10,S,15:32:22.30,39
10,S,15:32:22.85,
10,S,15:32:49.15,28
10,S,15:33:21.00,37
10,S,15:33:21.31,
10,S,15:33:49.20,32
10,S,15:33:49.60,
10,S,15:34:13.62,43
10,S,15:34:14.29,
10,S,15:34:43.51,58
10,S,15:35:12.80,46
10,S,15:35:34.99,33
10,S,15:35:35.53,
10,S,15:35:57.91,44
10,S,15:35:57.45,
10,S,15:37:12.99,53
10,S,15:37:41.07,52
10,S,15:37:41.84,
10,S,15:38:03.11,41
10,S,15:38:34.91,61
10,S,15:38:35.78,
10,S,15:39:18.36,38
10,S,15:39:18.99,
10,S,15:39:34.28,47
10,S,15:39:34.72,
10,S,15:40:02.18,51
10,S,15:40:02.73,
10,S,15:40:33.52,45
10,S,15:40:34.16,
10,S,15:42:01.14,56
10,S,15:42:43.89,59
10,S,15:42:44.55,
10,S,15:43:14.28,57
10,S,15:43:14.68,
