measurer,type,time,number
2,T,15:51:12.88,
2,S,15:51:21.17,
2,T,15:55:20.39,
2,S,15:55:46.12,
2,T,15:58:58.85,
2,S,15:59:03.47,
2,T,16:02:20.23,
2,S,16:04:29.19,1
2,S,16:04:29.65,
2,S,16:05:02.19,2
2,S,16:05:02.71,
2,S,16:05:34.95,16
2,S,16:05:35.47,
2,S,16:06:08.02,6
2,S,16:06:08.34,
2,S,16:06:39.04,9
2,S,16:06:39.60,
2,S,16:07:07.17,8
2,S,16:07:35.78,19
2,S,16:08:16.13,17
2,S,16:08:42.82,22
2,S,16:09:15.91,11
2,S,16:09:46.47,7
2,S,16:10:27.53,18
2,S,16:10:28.12,
2,S,16:11:08.50,5
2,S,16:11:31.06,26
2,S,16:11:31.45,
2,S,16:12:08.43,21
2,S,16:12:08.93,
2,S,16:12:30.44,12
2,S,16:12:30.74,
2,S,16:12:58.40,24
2,S,16:13:32.29,15
2,S,16:13:32.77,
2,S,16:14:06.83,25
2,S,16:14:07.04,
2,S,16:14:36.78,14
2,S,16:14:37.09,
2,S,16:15:04.83,35
2,S,16:15:35.50,29
2,S,16:15:35.83,
2,S,16:16:10.66,36
2,S,16:16:10.97,
2,S,16:16:38.49,27
2,S,16:16:38.82,
2,S,16:17:14.36,54
2,S,16:17:47.41,39
2,S,16:18:21.14,28
2,S,16:18:51.91,37
2,S,16:19:20.18,32
2,S,16:19:53.09,43
2,S,16:20:29.00,58
2,S,16:20:59.07,46
2,S,16:21:35.00,33
2,S,16:21:35.35,
2,S,16:22:07.54,44
2,S,16:22:50.57,53
2,S,16:23:31.99,52
2,S,16:23:32.53,
2,S,16:23:59.64,41
2,S,16:24:33.11,61
2,S,16:24:33.66,
2,S,16:25:01.16,47
2,S,16:25:50.45,38
2,S,16:25:50.79,
2,S,16:26:24.71,51
2,S,16:26:25.03,
2,S,16:27:04.54,45
2,S,16:27:05.34,
2,S,16:27:32.30,56
2,S,16:27:32.66,
2,S,16:28:05.72,59
2,S,16:28:06.15,
2,S,16:28:35.29,57
