measurer,type,time,number
15,T,14:37:06.29,
15,T,14:37:07.68,
15,T,14:37:12.44,
15,T,14:37:12.71,
15,S,14:38:25.12,
15,S,14:38:25.24,
15,S,14:38:44.14,
15,S,14:38:46.81,
15,S,14:38:47.65,
15,S,14:39:01.53,
15,S,14:39:07.03,
15,S,14:39:07.78,
15,S,14:39:08.52,
15,S,14:39:14.41,
15,S,14:39:14.88,
15,S,14:39:15.30,
15,S,14:39:15.89,
15,T,16:16:27.22,
15,T,16:16:33.14,
15,T,16:18:27.28,
15,T,16:19:22.45,
15,T,16:19:32.26,
15,T,16:19:32.75,
15,T,16:19:50.73,
15,T,16:20:03.66,
15,S,16:21:48.65,
15,S,16:21:53.82,
15,S,16:21:54.17,
15,S,16:21:54.72,
15,S,16:22:00.90,
15,S,16:22:01.24,
15,S,16:22:09.95,
15,S,16:22:09.50,
15,T,16:22:38.13,
15,T,16:22:38.43,
15,T,16:22:42.91,
15,T,16:22:43.21,
15,T,16:22:49.56,
15,T,16:22:49.87,
15,S,16:22:57.14,
15,S,16:22:57.65,
15,S,16:23:00.42,
15,S,16:23:00.86,
15,S,16:23:07.79,
15,S,16:23:08.30,
15,S,16:23:13.15,
15,S,16:23:13.68,
15,S,16:23:13.78,
15,S,16:24:02.04,
15,S,16:24:03.92,
15,S,16:24:08.99,
15,S,16:24:08.45,
15,S,16:24:12.61,
15,S,16:24:13.02,
15,S,16:24:18.57,
15,S,16:24:19.96,
15,S,16:24:23.19,
15,S,16:24:23.57,
15,S,16:24:23.76,
15,S,16:24:28.65,
15,S,16:24:29.99,
15,S,16:24:33.61,
15,S,16:24:34.94,
15,S,16:24:37.88,
15,S,16:24:38.28,
15,S,16:24:43.86,
15,S,16:24:44.20,
15,S,16:24:49.44,
15,S,16:24:49.85,
15,S,16:24:54.79,
15,S,16:24:55.29,
15,S,16:24:55.37,
15,S,16:24:59.98,
15,S,16:25:00.41,
15,S,16:25:00.87,
15,S,16:25:01.33,
15,S,16:25:01.81,
15,S,16:25:27.39,
15,S,16:25:28.88,
15,S,16:25:32.94,
15,S,16:25:32.34,
15,S,16:25:32.57,
15,S,16:25:36.45,
15,S,16:25:36.85,
15,S,16:25:40.45,
15,S,16:25:40.80,
15,S,16:25:44.61,
15,S,16:25:45.08,
15,S,16:25:50.25,
15,S,16:25:50.72,
15,S,16:25:55.05,
15,S,16:25:55.53,
15,S,16:25:59.95,
15,S,16:26:00.01,
15,S,16:26:00.42,
15,S,16:26:07.27,
15,S,16:26:07.64,
15,S,16:26:13.23,
15,S,16:26:13.66,
15,S,16:26:31.34,
15,S,16:26:32.74,
15,S,16:26:37.24,
15,S,16:26:38.86,
15,S,16:26:42.18,
15,S,16:26:42.71,
15,S,16:26:46.85,
15,S,16:26:47.39,
15,S,16:26:51.05,
