measurer,type,time,number
1,S,14:38:22.52,
1,S,14:38:24.21,
1,S,14:45:11.80,
1,S,14:45:12.13,
1,S,14:46:38.47,
1,S,14:46:39.08,
1,S,14:59:48.73,1
1,S,14:59:49.15,
1,S,15:00:27.80,2
1,S,15:00:28.12,
1,S,15:07:13.56,16
1,S,15:07:14.02,
1,S,15:07:35.04,6
1,S,15:07:35.40,
1,S,15:08:06.59,9
1,S,15:08:06.95,
1,S,15:08:32.21,8
1,S,15:08:32.56,
1,S,15:10:32.87,19
1,S,15:10:33.25,
1,S,15:11:26.00,17
1,S,15:12:25.71,22
1,S,15:12:26.10,
1,S,15:13:35.17,11
1,S,15:13:35.55,
1,S,15:13:55.03,7
1,S,15:14:32.38,18
1,S,15:14:32.69,
1,S,15:15:03.25,5
1,S,15:15:03.74,
1,S,15:16:47.38,26
1,S,15:16:47.96,
1,S,15:17:39.82,21
1,S,15:17:40.14,
1,S,15:18:02.27,12
1,S,15:18:02.84,
1,S,15:18:21.68,24
1,S,15:18:22.03,
1,S,15:18:47.82,15
1,S,15:22:03.99,25
1,S,15:22:04.52,
1,S,15:23:17.99,14
1,S,15:26:20.59,35
1,S,15:26:49.69,29
1,S,15:26:50.28,
1,S,15:27:26.13,36
1,S,15:28:22.98,27
1,S,15:28:23.48,
1,S,15:29:07.14,54
1,S,15:29:07.65,
1,S,15:32:05.76,39
1,S,15:32:34.23,28
1,S,15:33:03.93,37
1,S,15:33:32.25,32
1,S,15:33:32.56,
1,S,15:33:57.34,43
1,S,15:34:28.27,58
1,S,15:34:55.99,46
1,S,15:35:17.57,33
1,S,15:35:41.42,44
1,S,15:35:41.90,
1,S,15:36:56.94,53
1,S,15:37:23.49,52
1,S,15:37:23.82,
1,S,15:37:46.12,41
1,S,15:38:17.95,61
1,S,15:38:18.35,
1,S,15:38:54.16,38
1,S,15:39:17.53,47
1,S,15:39:45.33,51
1,S,15:39:45.74,
1,S,15:40:16.02,45
1,S,15:41:44.35,56
1,S,15:41:44.75,
1,S,15:42:26.96,59
1,S,15:42:27.49,
1,S,15:42:57.39,57
1,S,15:42:57.95,
