measurer,type,time,number
13,S,09:03:35.22,
13,S,09:03:35.59,
13,S,09:05:48.74,
13,S,09:05:49.18,
13,S,09:15:16.44,1
13,S,09:15:16.95,
13,S,09:15:37.21,2
13,S,09:15:37.64,
13,S,09:17:32.24,6
13,S,09:17:32.59,
13,S,09:17:51.28,8
13,S,09:17:51.65,
13,S,09:18:11.63,9
13,S,09:18:12.02,
13,S,09:18:29.38,12
13,S,09:18:30.02,
13,S,09:19:46.05,21
13,S,09:19:46.40,
13,S,09:20:05.63,26
13,S,09:20:05.97,
13,S,09:20:23.61,24
13,S,09:20:23.97,
13,S,09:20:48.53,5
13,S,09:20:48.98,
13,S,09:21:09.48,11
13,S,09:21:10.15,
13,S,09:21:22.85,28
13,S,09:21:44.62,7
13,S,09:21:45.20,
13,S,09:21:56.61,15
13,S,09:21:57.26,
13,S,09:24:18.51,18
13,S,09:24:18.85,
13,S,09:24:42.62,14
13,S,09:24:43.05,
13,S,09:25:35.94,25
13,S,09:25:35.41,
13,S,09:26:05.74,17
13,S,09:26:35.99,29
13,S,09:26:36.40,
13,S,09:27:16.72,16
13,S,09:27:17.26,
13,S,09:27:54.93,22
13,S,09:27:55.29,
13,S,09:28:49.34,27
13,S,09:28:49.74,
13,S,09:29:33.20,35
13,S,09:29:33.67,
13,S,09:29:50.13,19
13,S,09:30:17.39,33
13,S,09:30:17.77,
13,S,09:31:00.98,32
13,S,09:31:01.62,
13,S,09:32:54.00,36
13,S,09:32:54.37,
13,S,09:33:16.34,37
13,S,09:33:16.74,
13,S,09:35:24.19,56
13,S,09:35:24.56,
13,S,09:36:05.13,54
13,S,09:36:05.56,
13,S,09:36:24.94,41
13,S,09:36:25.24,
13,S,09:36:52.67,52
13,S,09:36:52.10,
13,S,09:37:04.82,39
13,S,09:37:20.34,44
13,S,09:37:20.77,
13,S,09:37:56.54,57
13,S,09:37:56.86,
13,S,09:39:55.94,45
13,S,09:39:56.71,
13,S,09:40:10.08,46
13,S,09:40:35.38,47
13,S,09:40:35.78,
13,S,09:41:02.99,51
13,S,09:41:03.40,
13,S,09:41:30.58,58
13,S,09:41:31.22,
13,S,09:42:46.26,43
13,S,09:42:46.58,
13,S,09:43:52.39,61
13,S,09:43:53.02,
13,S,09:44:28.98,53
13,S,09:44:29.36,
13,S,09:45:12.12,38
13,S,09:45:12.48,
13,S,09:47:51.98,59
13,S,09:47:52.68,
