measurer,type,time,number
15,T,12:56:34.60,
15,T,12:56:35.30,
15,T,12:56:41.65,
15,T,12:58:19.51,
15,T,12:58:20.35,
15,T,14:16:40.46,
15,S,14:17:22.62,
15,S,14:17:23.85,
15,S,14:23:27.94,
15,S,14:23:28.51,
15,S,14:29:24.34,1
15,S,14:29:24.84,
15,S,14:35:21.62,2
15,S,14:35:22.23,
15,S,14:36:00.11,5
15,S,14:36:00.60,
15,S,14:36:34.47,7
15,S,14:36:35.99,
15,S,14:37:07.40,9
15,S,14:37:07.93,
15,S,14:37:51.81,11
15,S,14:37:52.26,
15,S,14:38:23.28,14
15,S,14:38:56.03,15
15,S,14:38:56.37,
15,S,14:39:35.57,16
15,S,14:39:36.46,
15,S,14:40:14.13,17
15,S,14:40:45.34,24
15,S,14:41:21.20,21
15,S,14:41:54.86,19
15,S,14:41:55.39,
15,S,14:42:40.50,26
15,S,14:42:41.23,
15,S,14:43:11.73,6
15,S,14:43:12.31,
15,S,14:43:44.67,29
15,S,14:43:45.14,
15,S,14:44:24.11,18
15,S,14:44:24.61,
15,S,14:44:52.87,28
15,S,14:45:24.08,33
15,S,14:45:24.76,
15,S,14:45:58.14,25
15,S,14:45:59.22,
15,S,14:46:33.91,35
15,S,14:46:35.04,
15,S,14:47:20.85,36
15,S,14:47:52.15,27
15,S,14:48:26.02,37
15,S,14:48:26.41,
15,S,14:48:57.46,39
15,S,14:48:58.01,
15,S,14:49:31.37,45
15,S,14:50:04.88,46
15,S,14:50:37.58,22
15,S,14:50:38.11,
15,S,14:51:14.87,38
15,S,14:51:15.38,
15,S,14:51:55.12,52
15,S,14:51:56.42,
15,S,14:52:32.71,53
15,S,14:53:16.20,48
15,S,14:53:16.82,
15,S,14:54:11.59,51
15,S,14:54:11.99,
15,S,14:54:50.13,54
15,S,14:54:50.52,
15,S,14:55:23.74,56
15,S,14:55:57.44,58
15,S,14:55:58.34,
15,S,14:56:31.79,59
15,S,14:56:32.63,
15,S,14:57:20.50,61
15,S,14:59:43.59,44
15,S,14:59:44.86,
15,S,15:00:26.00,34
15,S,15:00:26.60,
15,S,15:00:59.63,47
15,S,15:01:00.07,
15,S,15:01:31.33,41
15,S,15:02:05.07,43
15,S,15:02:05.39,
15,S,15:03:51.78,57
15,S,15:04:27.95,32
15,S,15:04:58.97,55
15,S,15:04:59.34,
15,S,15:05:44.49,12
15,S,15:05:45.28,
