measurer,type,time,number
6,T,16:02:25.54,
6,S,16:04:21.18,1
6,S,16:04:21.71,
6,S,16:04:54.14,2
6,S,16:04:54.63,
6,S,16:05:26.85,16
6,S,16:05:27.40,
6,S,16:05:59.92,6
6,S,16:06:00.28,
6,S,16:06:31.06,9
6,S,16:06:31.53,
6,S,16:06:58.84,8
6,S,16:06:59.31,
6,S,16:07:27.71,19
6,S,16:07:28.29,
6,S,16:08:08.22,17
6,S,16:08:08.79,
6,S,16:08:34.50,22
6,S,16:08:34.95,
6,S,16:09:07.73,11
6,S,16:09:08.14,
6,S,16:09:37.63,7
6,S,16:09:38.50,
6,S,16:10:19.54,18
6,S,16:10:19.94,
6,S,16:11:00.39,5
6,S,16:11:00.77,
6,S,16:11:23.15,26
6,S,16:11:23.56,
6,S,16:12:00.20,21
6,S,16:12:00.64,
6,S,16:12:22.58,12
6,S,16:12:23.33,
6,S,16:12:50.19,24
6,S,16:12:50.66,
6,S,16:13:24.35,15
6,S,16:13:24.84,
6,S,16:13:58.51,25
6,S,16:13:59.11,
6,S,16:14:28.75,14
6,S,16:14:29.07,
6,S,16:14:56.79,35
6,S,16:14:57.60,
6,S,16:15:27.51,29
6,S,16:15:28.07,
6,S,16:16:02.30,36
6,S,16:16:02.71,
6,S,16:16:30.43,27
6,S,16:16:30.95,
6,S,16:17:06.27,54
6,S,16:17:06.79,
6,S,16:17:39.44,39
6,S,16:18:12.49,28
6,S,16:18:13.00,
6,S,16:18:43.86,37
6,S,16:18:44.33,
6,S,16:19:11.84,32
6,S,16:19:12.42,
6,S,16:19:44.48,43
6,S,16:19:44.97,
6,S,16:20:20.90,58
6,S,16:20:21.43,
6,S,16:20:51.18,46
6,S,16:20:51.59,
6,S,16:21:26.88,33
6,S,16:21:27.37,
6,S,16:21:59.66,44
6,S,16:22:00.38,
6,S,16:22:42.39,53
6,S,16:22:42.82,
6,S,16:23:23.62,52
6,S,16:23:24.11,
6,S,16:23:51.51,41
6,S,16:23:52.18,
6,S,16:24:24.95,61
6,S,16:24:25.89,
6,S,16:24:53.16,47
6,S,16:24:53.85,
6,S,16:25:42.45,38
6,S,16:25:42.96,
6,S,16:26:16.92,51
6,S,16:26:17.24,
6,S,16:26:54.34,45
6,S,16:26:54.99,
6,S,16:27:21.55,56
6,S,16:27:22.28,
6,S,16:27:57.84,59
6,S,16:27:58.37,
6,S,16:28:27.24,57
6,S,16:28:28.12,
