measurer,type,time,number
8,S,13:10:00.01,
8,S,13:10:15.44,
8,S,13:10:20.97,
8,S,13:10:29.29,
8,S,13:10:30.02,
8,S,13:10:49.23,
8,S,13:14:09.39,
8,S,13:15:28.04,1
8,S,13:15:28.49,
8,S,13:15:47.33,2
8,S,13:15:47.72,
8,S,13:16:26.66,5
8,S,13:16:27.11,
8,S,13:16:43.06,6
8,S,13:16:43.50,
8,S,13:17:07.03,7
8,S,13:17:31.85,8
8,S,13:17:32.19,
8,S,13:17:44.87,9
8,S,13:17:45.35,
8,S,13:18:26.54,11
8,S,13:18:27.14,
8,S,13:18:44.50,12
8,S,13:19:25.46,14
8,S,13:19:45.98,15
8,S,13:20:14.29,16
8,S,13:20:15.03,
8,S,13:20:30.00,17
8,S,13:20:30.34,
8,S,13:20:47.21,18
8,S,13:21:01.41,19
8,S,13:21:01.72,
8,S,13:21:48.93,21
8,S,13:21:49.50,
8,S,13:22:03.66,22
8,S,13:22:40.85,24
8,S,13:22:41.18,
8,S,13:23:07.23,25
8,S,13:23:07.64,
8,S,13:23:25.41,26
8,S,13:23:25.85,
8,S,13:23:46.03,27
8,S,13:24:07.49,28
8,S,13:24:07.88,
8,S,13:24:23.62,29
8,S,13:24:23.93,
8,S,13:25:28.54,32
8,S,13:25:43.02,33
8,S,13:26:24.75,35
8,S,13:26:48.59,36
8,S,13:27:06.75,37
8,S,13:27:07.19,
8,S,13:27:28.28,38
8,S,13:27:28.65,
8,S,13:27:45.78,39
8,S,13:28:28.43,41
8,S,13:28:28.75,
8,S,13:28:51.26,43
8,S,13:28:51.67,
8,S,13:29:06.65,44
8,S,13:29:26.40,45
8,S,13:29:26.85,
8,S,13:29:47.82,46
8,S,13:30:09.24,47
8,S,13:30:09.57,
8,S,13:31:28.46,51
8,S,13:32:05.05,52
8,S,13:32:43.44,53
8,S,13:32:43.83,
8,S,13:32:57.88,54
8,S,13:32:58.39,
8,S,13:33:13.96,56
8,S,13:33:14.35,
8,S,13:33:33.36,57
8,S,13:33:33.80,
8,S,13:33:52.92,58
8,S,13:33:53.31,
8,S,13:34:13.32,59
8,S,13:34:13.89,
8,S,13:34:45.73,61
8,S,13:34:46.13,
