measurer,type,time,number
7,S,16:03:58.03,1
7,S,16:03:58.65,
7,S,16:04:31.12,2
7,S,16:04:31.56,
7,S,16:05:03.98,16
7,S,16:05:04.43,
7,S,16:05:37.11,6
7,S,16:05:37.46,
7,S,16:06:08.31,9
7,S,16:06:08.69,
7,S,16:06:36.62,8
7,S,16:06:37.14,
7,S,16:07:04.74,19
7,S,16:07:05.13,
7,S,16:07:45.40,17
7,S,16:08:13.09,22
7,S,16:08:13.50,
7,S,16:08:45.17,11
7,S,16:08:45.59,
7,S,16:09:14.81,7
7,S,16:09:56.42,18
7,S,16:09:56.85,
7,S,16:10:37.20,5
7,S,16:10:37.64,
7,S,16:11:01.02,26
7,S,16:11:01.44,
7,S,16:11:37.47,21
7,S,16:11:37.84,
7,S,16:12:00.54,12
7,S,16:12:01.14,
7,S,16:12:27.23,24
7,S,16:12:27.71,
7,S,16:13:00.34,15
7,S,16:13:00.66,
7,S,16:13:35.24,25
7,S,16:13:35.63,
7,S,16:14:05.64,14
7,S,16:14:05.99,
7,S,16:14:34.38,35
7,S,16:14:34.87,
7,S,16:15:04.70,29
7,S,16:15:05.10,
7,S,16:15:38.54,36
7,S,16:15:38.88,
7,S,16:16:07.83,27
7,S,16:16:07.45,
7,S,16:16:43.31,54
7,S,16:16:43.93,
7,S,16:17:16.47,39
7,S,16:17:16.78,
7,S,16:17:48.72,28
7,S,16:17:49.02,
7,S,16:18:20.94,37
7,S,16:18:21.42,
7,S,16:18:49.15,32
7,S,16:18:49.47,
7,S,16:19:23.51,43
7,S,16:19:23.94,
7,S,16:19:58.15,58
7,S,16:20:28.23,46
7,S,16:20:28.59,
7,S,16:21:04.14,33
7,S,16:21:04.56,
7,S,16:21:36.09,44
7,S,16:21:36.74,
7,S,16:22:22.52,53
7,S,16:22:57.30,52
7,S,16:22:57.68,
7,S,16:23:28.27,41
7,S,16:23:28.59,
7,S,16:24:02.34,61
7,S,16:24:02.66,
7,S,16:24:30.77,47
7,S,16:24:31.17,
7,S,16:25:19.72,38
7,S,16:25:20.18,
7,S,16:25:54.83,51
7,S,16:25:55.33,
7,S,16:26:31.83,45
7,S,16:26:32.78,
7,S,16:26:59.02,56
7,S,16:26:59.45,
7,S,16:27:34.57,59
7,S,16:27:34.91,
7,S,16:28:05.94,57
7,S,16:28:06.59,
