measurer,type,time,number
3,S,08:37:41.37,
3,S,08:37:42.29,
3,S,08:44:15.50,
3,S,08:44:15.93,
3,S,08:53:08.55,1
3,S,08:53:09.10,
3,S,08:53:38.79,2
3,S,08:53:39.50,
3,S,08:56:09.42,8
3,S,08:56:10.22,
3,S,08:58:18.53,14
3,S,08:58:18.94,
3,S,08:58:45.41,15
3,S,08:59:13.23,17
3,S,08:59:13.61,
3,S,08:59:42.11,11
3,S,08:59:42.54,
3,S,09:00:06.51,19
3,S,09:00:07.40,
3,S,09:00:34.19,12
3,S,09:00:36.01,
3,S,09:00:56.86,6
3,S,09:00:58.02,
3,S,09:01:27.84,36
3,S,09:01:28.29,
3,S,09:01:48.64,24
3,S,09:01:49.02,
3,S,09:02:14.29,25
3,S,09:02:15.01,
3,S,09:02:46.96,16
3,S,09:02:47.60,
3,S,09:03:14.29,22
3,S,09:03:15.29,
3,S,09:03:38.30,27
3,S,09:04:01.75,32
3,S,09:04:02.20,
3,S,09:04:30.57,5
3,S,09:04:31.01,
3,S,09:04:54.30,26
3,S,09:04:54.80,
3,S,09:05:28.55,18
3,S,09:05:28.99,
3,S,09:05:53.54,37
3,S,09:05:53.96,
3,S,09:06:21.33,9
3,S,09:06:21.80,
3,S,09:06:53.04,21
3,S,09:06:53.62,
3,S,09:07:26.21,29
3,S,09:08:17.15,38
3,S,09:08:17.71,
3,S,09:08:33.60,28
3,S,09:08:33.94,
3,S,09:09:03.24,35
3,S,09:09:04.09,
3,S,09:09:27.81,44
3,S,09:09:27.39,
3,S,09:10:15.30,7
3,S,09:10:15.66,
3,S,09:11:02.09,54
3,S,09:11:03.11,
3,S,09:11:52.64,56
3,S,09:11:53.44,
3,S,09:12:31.13,33
3,S,09:12:31.75,
3,S,09:13:09.46,58
3,S,09:13:10.64,
3,S,09:15:29.72,39
3,S,09:15:30.64,
3,S,09:16:10.74,55
3,S,09:16:11.09,
3,S,09:16:28.68,52
3,S,09:16:29.70,
3,S,09:16:44.42,41
3,S,09:16:44.97,
3,S,09:17:03.72,51
3,S,09:17:04.28,
3,S,09:17:42.41,45
3,S,09:17:43.85,
3,S,09:18:12.22,46
3,S,09:18:12.69,
3,S,09:18:43.07,57
3,S,09:18:43.41,
3,S,09:19:04.93,43
3,S,09:19:05.60,
3,S,09:19:30.45,47
3,S,09:19:31.01,
3,S,09:19:57.64,48
3,S,09:19:58.08,
3,S,09:20:26.26,61
3,S,09:20:26.56,
3,S,09:20:58.70,59
3,S,09:20:59.47,
3,S,09:22:19.36,53
3,S,09:22:43.46,23
3,S,09:22:44.02,
