measurer,type,time,number
13,T,14:54:05.65,
13,S,16:43:22.04,
13,S,17:03:11.84,1
13,S,17:03:12.31,
13,S,17:11:36.51,14
13,S,17:11:36.92,
13,S,17:12:00.77,15
13,S,17:14:55.43,5
13,S,17:14:55.84,
13,S,17:15:20.39,9
13,S,17:15:20.89,
13,S,17:15:47.07,29
13,S,17:15:47.66,
13,S,17:16:46.14,16
13,S,17:16:46.80,
13,S,17:17:19.81,11
13,S,17:18:21.55,2
13,S,17:18:22.12,
13,S,17:19:40.32,22
13,S,17:19:41.99,
13,S,17:20:42.03,35
13,S,17:20:43.35,
13,S,17:21:26.18,25
13,S,17:21:27.60,
13,S,17:22:26.12,17
13,S,17:22:26.48,
13,S,17:22:59.15,18
13,S,17:22:59.61,
13,S,17:23:10.73,24
13,S,17:23:11.21,
13,S,17:25:48.72,37
13,S,17:25:49.16,
13,S,17:26:52.88,7
13,S,17:26:57.75,39
13,S,17:27:07.57,27
13,S,17:27:07.96,
13,S,17:28:28.14,45
13,S,17:28:29.23,
13,S,17:29:05.46,46
13,S,17:29:05.79,
13,S,17:29:38.11,56
13,S,17:29:38.70,
13,S,17:30:12.63,36
13,S,17:30:12.98,
13,S,17:30:56.40,33
13,S,17:30:57.03,
13,S,17:32:19.23,52
13,S,17:32:19.57,
13,S,17:32:42.76,54
13,S,17:33:20.64,21
13,S,17:33:21.80,
13,S,17:33:29.58,28
13,S,17:33:30.42,
13,S,17:34:10.11,48
13,S,17:34:10.51,
13,S,17:35:35.72,26
13,S,17:37:10.50,19
13,S,17:37:11.05,
13,S,17:39:23.62,38
13,S,17:39:24.05,
13,S,17:41:32.46,41
13,S,17:41:32.89,
13,S,17:42:13.50,43
13,S,17:43:03.40,47
13,S,17:43:04.42,
13,S,17:43:36.54,6
13,S,17:43:37.31,
13,S,17:44:15.23,55
13,S,17:44:15.60,
13,S,17:45:31.08,59
13,S,17:45:32.56,
13,S,17:46:00.61,32
13,S,17:46:00.97,
13,S,17:48:01.87,53
13,S,17:48:02.37,
13,S,17:48:35.90,51
13,S,17:48:36.20,
13,S,17:48:52.03,44
13,S,17:48:52.50,
13,S,17:49:07.90,61
13,S,17:49:09.24,
13,S,17:50:30.69,12
13,S,17:50:31.14,
13,S,17:53:05.61,57
13,S,17:53:06.31,
13,S,17:59:42.57,58
13,S,18:04:12.22,
13,S,18:04:13.07,
