measurer,type,time,number
12,S,16:03:12.93,1
12,S,16:03:13.48,
12,S,16:03:46.01,2
12,S,16:03:46.43,
12,S,16:04:19.14,16
12,S,16:04:19.49,
12,S,16:04:52.43,6
12,S,16:04:52.74,
12,S,16:05:23.13,9
12,S,16:05:23.72,
12,S,16:05:52.52,8
12,S,16:05:53.36,
12,S,16:06:17.59,19
12,S,16:06:21.01,
12,S,16:07:00.35,17
12,S,16:07:27.60,22
12,S,16:07:29.41,
12,S,16:08:00.16,11
12,S,16:08:00.51,
12,S,16:08:30.19,7
12,S,16:09:11.30,18
12,S,16:09:11.63,
12,S,16:09:52.23,5
12,S,16:09:52.59,
12,S,16:10:16.18,26
12,S,16:10:16.88,
12,S,16:10:52.87,21
12,S,16:10:53.60,
12,S,16:11:17.14,12
12,S,16:11:18.07,
12,S,16:11:42.63,24
12,S,16:11:43.58,
12,S,16:12:15.50,15
12,S,16:12:16.10,
12,S,16:12:49.72,25
12,S,16:12:49.39,
12,S,16:13:20.54,14
12,S,16:13:20.98,
12,S,16:13:50.04,35
12,S,16:13:50.62,
12,S,16:14:19.62,29
12,S,16:14:20.16,
12,S,16:14:53.86,36
12,S,16:14:54.20,
12,S,16:15:22.23,27
12,S,16:15:22.83,
12,S,16:15:58.18,54
12,S,16:15:58.92,
12,S,16:16:32.47,39
12,S,16:16:32.98,
12,S,16:17:04.63,28
12,S,16:17:05.10,
12,S,16:17:36.26,37
12,S,16:17:36.68,
12,S,16:18:04.30,32
12,S,16:18:39.94,43
12,S,16:18:40.47,
12,S,16:19:12.74,58
12,S,16:19:13.73,
12,S,16:19:43.81,46
12,S,16:19:44.23,
12,S,16:20:19.94,33
12,S,16:20:54.80,44
12,S,16:20:55.24,
12,S,16:21:41.25,53
12,S,16:22:11.90,52
12,S,16:22:12.97,
12,S,16:22:43.85,41
12,S,16:22:44.45,
12,S,16:23:17.04,61
12,S,16:23:17.93,
12,S,16:23:46.35,47
12,S,16:24:34.84,38
12,S,16:24:35.45,
12,S,16:25:10.49,51
12,S,16:25:10.95,
12,S,16:25:47.70,45
12,S,16:25:48.60,
12,S,16:26:13.81,56
12,S,16:26:14.26,
12,S,16:26:49.26,59
12,S,16:26:50.24,
12,S,16:27:20.64,57
12,S,16:27:20.98,
12,S,16:27:21.99,
