measurer,type,time,number
1,S,09:16:33.20,
1,S,09:16:33.77,
1,T,10:01:09.02,
1,T,10:01:12.58,
1,S,10:01:18.79,
1,S,10:01:19.49,
1,S,10:01:22.16,
1,S,10:01:22.75,
1,S,10:08:39.84,
1,S,10:08:40.32,
1,S,10:18:37.32,
1,S,10:18:37.86,
1,S,10:21:21.62,14
1,S,10:21:22.07,
1,S,10:23:09.74,2
1,S,10:23:10.60,
1,S,10:23:40.32,24
1,S,10:23:40.76,
1,S,10:24:46.55,22
1,S,10:24:46.31,
1,S,10:25:29.56,25
1,S,10:25:30.08,
1,S,10:26:02.55,17
1,S,10:26:02.08,
1,S,10:26:34.92,19
1,S,10:26:35.30,
1,S,10:28:09.01,18
1,S,10:28:09.39,
1,S,10:30:06.67,12
1,S,10:30:07.26,
1,S,10:30:32.56,26
1,S,10:30:33.05,
1,S,10:31:37.70,29
1,S,10:31:38.50,
1,S,10:34:25.09,28
1,S,10:34:25.55,
1,S,10:34:55.57,37
1,S,10:34:55.99,
1,S,10:35:36.45,33
1,S,10:35:37.12,
1,S,10:36:06.73,32
1,S,10:36:07.20,
1,S,10:36:51.38,35
1,S,10:36:51.88,
1,S,10:37:16.60,27
1,S,10:37:17.59,
1,S,10:38:21.84,41
1,S,10:38:22.69,
1,S,10:39:16.61,16
1,S,10:39:17.47,
1,S,10:39:44.79,39
1,S,10:39:45.92,
1,S,10:40:17.92,51
1,S,10:40:18.56,
1,S,10:40:54.97,38
1,S,10:40:55.48,
1,S,10:41:23.70,21
1,S,10:41:24.20,
1,S,10:41:50.23,36
1,S,10:42:17.93,58
1,S,10:42:18.51,
1,S,10:42:48.64,54
1,S,10:42:49.19,
1,S,10:43:27.35,46
1,S,10:43:27.78,
1,S,10:43:51.09,44
1,S,10:43:51.81,
1,S,10:44:23.84,56
1,S,10:44:24.20,
1,S,10:44:54.53,47
1,S,10:44:54.98,
1,S,10:46:47.08,57
1,S,10:46:47.76,
1,S,10:47:13.67,43
1,S,10:47:14.17,
1,S,10:47:46.94,45
1,S,10:47:48.14,
1,S,10:49:26.70,55
1,S,10:49:27.07,
1,S,10:51:59.64,52
1,S,10:51:59.67,
1,S,10:53:04.18,61
1,S,10:53:04.66,
1,S,10:53:53.33,53
1,S,10:53:53.81,
1,S,10:54:31.45,59
1,S,10:54:32.08,
