measurer,type,time,number,,00:00:00.00,00:00:01.00
10,S,10:14:59.70,,,,10:14:59.70
10,S,10:15:07.45,,,,10:15:07.45
10,S,10:15:07.66,,,,10:15:07.66
10,S,10:16:34.81,1,,,10:16:34.81
10,S,10:16:35.45,,,,10:16:35.45
10,S,10:17:03.56,6,,,10:17:03.56
10,S,10:17:03.93,,,,10:17:03.93
10,S,10:17:29.16,9,,,10:17:29.16
10,S,10:17:29.54,,,,10:17:29.54
10,S,10:18:02.26,5,,,10:18:02.26
10,S,10:18:02.80,,,,10:18:02.80
10,S,10:18:38.53,15,,,10:18:38.53
10,S,10:19:05.23,7,,,10:19:05.23
10,S,10:19:05.71,,,,10:19:05.71
10,S,10:19:45.50,11,,,10:19:45.50
10,S,10:19:45.94,,,,10:19:45.94
10,S,10:20:46.69,14,,,10:20:46.69
10,S,10:20:47.15,,,,10:20:47.15
10,S,10:22:34.69,2,,,10:22:34.69
10,S,10:22:35.16,,,,10:22:35.16
10,S,10:23:05.41,24,,,10:23:05.41
10,S,10:23:05.80,,,,10:23:05.80
10,S,10:24:11.96,22,,,10:24:11.96
10,S,10:24:54.65,25,,,10:24:54.65
10,S,10:24:54.94,,,,10:24:54.94
10,S,10:25:27.35,17,,,10:25:27.35
10,S,10:25:27.75,,,,10:25:27.75
10,S,10:25:58.02,19,,,10:25:58.02
10,S,10:25:58.39,,,,10:25:58.39
10,S,10:27:33.68,18,,,10:27:33.68
10,S,10:27:34.06,,,,10:27:34.06
10,S,10:29:31.79,12,,,10:29:31.79
10,S,10:29:32.16,,,,10:29:32.16
10,S,10:29:57.03,26,,,10:29:57.03
10,S,10:31:02.80,29,,,10:31:02.80
10,S,10:31:03.17,,,,10:31:03.17
10,S,10:33:49.52,28,,,10:33:49.52
10,S,10:34:20.70,37,,,10:34:20.70
10,S,10:34:21.10,,,,10:34:21.10
10,S,10:35:02.27,33,,,10:35:02.27
10,S,10:35:02.83,,,,10:35:02.83
10,S,10:35:31.86,32,,,10:35:31.86
10,S,10:35:32.27,,,,10:35:32.27
10,S,10:36:18.21,35,,,10:36:18.21
10,S,10:36:42.07,27,,,10:36:42.07
10,S,10:37:47.16,41,,,10:37:47.16
10,S,10:38:41.95,16,,,10:38:41.95
10,S,10:38:42.49,,,,10:38:42.49
10,S,10:39:10.10,39,,,10:39:10.10
10,S,10:39:43.10,51,,,10:39:43.10
10,S,10:40:20.18,38,,,10:40:20.18
10,S,10:40:20.57,,,,10:40:20.57
10,S,10:40:48.39,21,,,10:40:48.39
10,S,10:40:49.04,,,,10:40:49.04
10,S,10:41:15.01,36,,,10:41:15.01
10,S,10:41:15.46,,,,10:41:15.46
10,S,10:41:44.52,58,,,10:41:44.52
10,S,10:41:45.03,,,,10:41:45.03
10,S,10:42:13.69,54,,,10:42:13.69
10,S,10:42:14.01,,,,10:42:14.01
10,S,10:42:40.34,46,,,10:42:40.34
10,S,10:43:16.71,44,,,10:43:16.71
10,S,10:43:19.66,,,,10:43:19.66
10,S,10:43:49.66,56,,,10:43:49.66
10,S,10:43:50.00,,,,10:43:50.00
10,S,10:44:19.74,47,,,10:44:19.74
10,S,10:44:20.11,,,,10:44:20.11
10,S,10:46:12.55,57,,,10:46:12.55
10,S,10:46:13.02,,,,10:46:13.02
10,S,10:46:38.49,43,,,10:46:38.49
10,S,10:46:38.87,,,,10:46:38.87
10,S,10:47:12.52,45,,,10:47:12.52
10,S,10:47:13.30,,,,10:47:13.30
10,S,10:48:52.94,55,,,10:48:52.94
10,S,10:48:53.46,,,,10:48:53.46
10,S,10:51:25.28,52,,,10:51:25.28
10,S,10:52:29.58,61,,,10:52:29.58
10,S,10:52:30.07,,,,10:52:30.07
10,S,10:53:21.03,53,,,10:53:21.03
10,S,10:53:56.86,59,,,10:53:56.86
10,S,10:53:57.47,,,,10:53:57.47
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
