measurer,type,time,number,,00:00:00.00,00:00:01.00
14,S,10:15:18.69,,,,10:15:18.69
14,S,10:15:19.04,,,,10:15:19.04
14,S,10:16:29.79,1,,,10:16:29.79
14,S,10:16:30.42,,,,10:16:30.42
14,S,10:16:58.17,6,,,10:16:58.17
14,S,10:16:58.75,,,,10:16:58.75
14,S,10:17:24.16,9,,,10:17:24.16
14,S,10:17:24.61,,,,10:17:24.61
14,S,10:17:57.34,5,,,10:17:57.34
14,S,10:17:57.80,,,,10:17:57.80
14,S,10:18:33.56,15,,,10:18:33.56
14,S,10:18:33.99,,,,10:18:33.99
14,S,10:19:00.31,7,,,10:19:00.31
14,S,10:19:00.66,,,,10:19:00.66
14,S,10:19:40.62,11,,,10:19:40.62
14,S,10:19:41.07,,,,10:19:41.07
14,S,10:20:41.68,14,,,10:20:41.68
14,S,10:20:42.05,,,,10:20:42.05
14,S,10:22:29.73,2,,,10:22:29.73
14,S,10:22:30.16,,,,10:22:30.16
14,S,10:23:00.45,24,,,10:23:00.45
14,S,10:24:06.59,22,,,10:24:06.59
14,S,10:24:49.70,25,,,10:24:49.70
14,S,10:24:50.07,,,,10:24:50.07
14,S,10:25:22.46,17,,,10:25:22.46
14,S,10:25:22.77,,,,10:25:22.77
14,S,10:25:52.60,19,,,10:25:52.60
14,S,10:25:53.03,,,,10:25:53.03
14,S,10:27:28.63,18,,,10:27:28.63
14,S,10:27:29.07,,,,10:27:29.07
14,S,10:29:26.28,12,,,10:29:26.28
14,S,10:29:26.82,,,,10:29:26.82
14,S,10:29:52.33,26,,,10:29:52.33
14,S,10:29:52.78,,,,10:29:52.78
14,S,10:30:57.71,29,,,10:30:57.71
14,S,10:30:58.16,,,,10:30:58.16
14,S,10:33:43.94,28,,,10:33:43.94
14,S,10:33:44.94,,,,10:33:44.94
14,S,10:34:15.59,37,,,10:34:15.59
14,S,10:34:57.35,33,,,10:34:57.35
14,S,10:35:26.72,32,,,10:35:26.72
14,S,10:35:27.12,,,,10:35:27.12
14,S,10:36:12.96,35,,,10:36:12.96
14,S,10:36:13.64,,,,10:36:13.64
14,S,10:36:37.04,27,,,10:36:37.04
14,S,10:36:37.49,,,,10:36:37.49
14,S,10:37:41.57,41,,,10:37:41.57
14,S,10:37:42.28,,,,10:37:42.28
14,S,10:38:36.85,16,,,10:38:36.85
14,S,10:38:37.20,,,,10:38:37.20
14,S,10:39:04.77,39,,,10:39:04.77
14,S,10:39:05.94,,,,10:39:05.94
14,S,10:39:37.74,51,,,10:39:37.74
14,S,10:39:38.23,,,,10:39:38.23
14,S,10:40:15.42,38,,,10:40:15.42
14,S,10:40:15.85,,,,10:40:15.85
14,S,10:40:43.31,21,,,10:40:43.31
14,S,10:40:43.78,,,,10:40:43.78
14,S,10:41:10.03,36,,,10:41:10.03
14,S,10:41:10.42,,,,10:41:10.42
14,S,10:41:38.55,58,,,10:41:38.55
14,S,10:41:39.45,,,,10:41:39.45
14,S,10:42:08.67,54,,,10:42:08.67
14,S,10:42:09.24,,,,10:42:09.24
14,S,10:42:35.38,46,,,10:42:35.38
14,S,10:42:35.80,,,,10:42:35.80
14,S,10:43:14.06,44,,,10:43:14.06
14,S,10:43:14.68,,,,10:43:14.68
14,S,10:43:44.99,56,,,10:43:44.99
14,S,10:43:45.36,,,,10:43:45.36
14,S,10:44:14.77,47,,,10:44:14.77
14,S,10:44:15.15,,,,10:44:15.15
14,S,10:46:07.01,57,,,10:46:07.01
14,S,10:46:33.51,43,,,10:46:33.51
14,S,10:46:33.97,,,,10:46:33.97
14,S,10:47:07.67,45,,,10:47:07.67
14,S,10:48:46.69,55,,,10:48:46.69
14,S,10:51:20.00,52,,,10:51:20.00
14,S,10:51:20.46,,,,10:51:20.46
14,S,10:52:24.69,61,,,10:52:24.69
14,S,10:52:25.05,,,,10:52:25.05
14,S,10:53:16.45,53,,,10:53:16.45
14,S,10:53:16.91,,,,10:53:16.91
14,S,10:53:51.83,59,,,10:53:51.83
14,S,10:53:52.55,,,,10:53:52.55
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
,,,,,,00:00:00.00
