measurer,type,time,number
1,T,16:06:37.19,
1,T,16:07:07.48,
1,T,16:07:09.63,
1,S,16:26:52.94,
1,S,16:26:54.58,
1,S,16:57:56.60,1
1,S,16:57:57.25,
1,S,17:06:21.86,14
1,S,17:06:45.13,15
1,S,17:09:40.26,5
1,S,17:09:40.63,
1,S,17:10:04.84,9
1,S,17:10:05.42,
1,S,17:10:32.05,29
1,S,17:10:32.67,
1,S,17:11:31.28,16
1,S,17:11:32.34,
1,S,17:12:04.58,11
1,S,17:12:05.07,
1,S,17:13:06.69,2
1,S,17:13:07.77,
1,S,17:14:27.98,22
1,S,17:15:27.75,35
1,S,17:15:28.47,
1,S,17:16:09.80,25
1,S,17:16:10.57,
1,S,17:17:11.61,17
1,S,17:17:44.07,18
1,S,17:17:55.94,24
1,S,17:17:56.48,
1,S,17:20:03.26,37
1,S,17:20:03.60,
1,S,17:21:06.56,7
1,S,17:21:39.95,39
1,S,17:21:40.41,
1,S,17:22:07.09,27
1,S,17:22:07.64,
1,S,17:23:12.98,45
1,S,17:23:13.48,
1,S,17:23:50.95,46
1,S,17:23:51.32,
1,S,17:24:22.05,56
1,S,17:24:23.58,
1,S,17:24:57.48,36
1,S,17:24:58.06,
1,S,17:25:41.07,33
1,S,17:25:41.52,
1,S,17:26:48.80,52
1,S,17:26:49.53,
1,S,17:27:26.17,54
1,S,17:27:26.54,
1,S,17:28:05.05,21
1,S,17:28:05.67,
1,S,17:28:23.97,28
1,S,17:28:24.49,
1,S,17:28:54.42,48
1,S,17:28:54.93,
1,S,17:30:21.60,26
1,S,17:30:22.04,
1,S,17:31:56.22,19
1,S,17:31:56.67,
1,S,17:34:08.75,38
1,S,17:34:09.19,
1,S,17:36:16.13,41
1,S,17:36:16.92,
1,S,17:36:58.16,43
1,S,17:36:58.67,
1,S,17:37:47.99,47
1,S,17:37:48.78,
1,S,17:38:21.96,6
1,S,17:38:22.67,
1,S,17:38:59.78,55
1,S,17:39:00.25,
1,S,17:40:16.10,59
1,S,17:40:16.72,
1,S,17:41:44.77,32
1,S,17:41:45.48,
1,S,17:41:53.16,61
1,S,17:42:39.64,53
1,S,17:42:40.58,
1,S,17:43:20.83,51
1,S,17:43:21.36,
1,S,17:44:00.98,44
1,S,17:44:42.68,12
1,S,17:44:43.46,
1,S,17:54:26.16,58
1,S,17:54:26.56,
