measurer,type,time,number
4,S,15:50:06.47,
4,S,15:50:08.08,
4,S,16:04:38.23,1
4,S,16:04:38.70,
4,S,16:05:11.15,2
4,S,16:05:11.72,
4,S,16:05:43.99,16
4,S,16:05:44.45,
4,S,16:06:17.46,6
4,S,16:06:17.81,
4,S,16:06:48.33,9
4,S,16:06:48.64,
4,S,16:07:16.96,8
4,S,16:07:17.39,
4,S,16:07:44.49,19
4,S,16:07:45.04,
4,S,16:08:25.34,17
4,S,16:08:25.68,
4,S,16:08:51.92,22
4,S,16:09:25.06,11
4,S,16:09:55.62,7
4,S,16:09:55.98,
4,S,16:10:36.49,18
4,S,16:10:36.87,
4,S,16:11:17.53,5
4,S,16:11:17.86,
4,S,16:11:39.83,26
4,S,16:11:40.17,
4,S,16:12:17.42,21
4,S,16:12:17.95,
4,S,16:12:38.92,12
4,S,16:12:39.39,
4,S,16:13:07.75,24
4,S,16:13:07.09,
4,S,16:13:41.42,15
4,S,16:14:15.75,25
4,S,16:14:16.12,
4,S,16:14:45.53,14
4,S,16:15:14.01,35
4,S,16:15:14.54,
4,S,16:15:44.61,29
4,S,16:15:45.03,
4,S,16:16:19.39,36
4,S,16:16:19.82,
4,S,16:16:47.07,27
4,S,16:16:47.50,
4,S,16:17:23.25,54
4,S,16:17:56.28,39
4,S,16:17:56.73,
4,S,16:18:30.73,28
4,S,16:18:31.06,
4,S,16:19:01.53,37
4,S,16:19:01.91,
4,S,16:19:29.31,32
4,S,16:19:29.63,
4,S,16:20:02.60,43
4,S,16:20:38.03,58
4,S,16:20:38.44,
4,S,16:21:08.54,46
4,S,16:21:44.29,33
4,S,16:21:44.65,
4,S,16:22:16.54,44
4,S,16:22:16.89,
4,S,16:22:59.33,53
4,S,16:22:59.67,
4,S,16:23:41.77,52
4,S,16:23:42.20,
4,S,16:24:08.76,41
4,S,16:24:09.33,
4,S,16:24:42.03,61
4,S,16:24:42.43,
4,S,16:25:10.16,47
4,S,16:25:59.41,38
4,S,16:25:59.84,
4,S,16:26:33.49,51
4,S,16:26:33.83,
4,S,16:27:15.86,45
4,S,16:27:16.51,
4,S,16:27:41.91,56
4,S,16:27:42.32,
4,S,16:28:14.68,59
4,S,16:28:15.01,
4,S,16:28:44.01,57
4,S,16:28:44.76,
