measurer,type,time,number
2,T,09:31:57.88,
2,T,09:32:07.29,
2,T,09:32:08.86,
2,T,09:32:10.03,
2,S,09:33:53.71,
2,S,09:33:55.10,
2,S,09:33:56.56,
2,S,09:33:58.40,
2,T,10:09:23.92,
2,S,10:09:57.55,
2,S,10:09:57.81,
2,S,10:10:27.96,
2,T,10:12:20.06,
2,T,10:14:59.95,
2,S,10:15:07.23,
2,S,10:15:23.64,
2,S,10:17:23.81,1
2,S,10:17:24.65,
2,S,10:17:52.33,6
2,S,10:18:18.49,9
2,S,10:18:18.97,
2,S,10:18:51.48,5
2,S,10:18:52.12,
2,S,10:19:27.37,15
2,S,10:19:27.74,
2,S,10:19:54.70,7
2,S,10:20:34.22,11
2,S,10:20:34.63,
2,S,10:21:35.85,14
2,S,10:21:36.06,
2,S,10:23:23.70,2
2,S,10:23:54.24,24
2,S,10:23:54.68,
2,S,10:25:00.49,22
2,S,10:25:00.94,
2,S,10:25:43.76,25
2,S,10:25:44.12,
2,S,10:26:16.42,17
2,S,10:26:48.66,19
2,S,10:26:49.66,
2,S,10:28:22.73,18
2,S,10:28:23.62,
2,S,10:30:20.38,12
2,S,10:30:21.08,
2,S,10:30:46.21,26
2,S,10:30:46.61,
2,S,10:31:51.75,29
2,S,10:31:52.17,
2,S,10:34:39.72,28
2,S,10:35:09.81,37
2,S,10:35:10.33,
2,S,10:35:50.28,33
2,S,10:36:21.12,32
2,S,10:37:05.49,35
2,S,10:37:06.07,
2,S,10:37:30.17,27
2,S,10:37:30.64,
2,S,10:38:36.15,41
2,S,10:38:36.52,
2,S,10:39:30.57,16
2,S,10:39:30.98,
2,S,10:39:58.83,39
2,S,10:39:59.63,
2,S,10:40:31.97,51
2,S,10:40:32.43,
2,S,10:41:08.88,38
2,S,10:41:09.40,
2,S,10:41:37.42,21
2,S,10:41:37.87,
2,S,10:42:04.08,36
2,S,10:42:32.28,58
2,S,10:42:33.57,
2,S,10:43:02.51,54
2,S,10:43:02.92,
2,S,10:43:40.88,46
2,S,10:43:41.21,
2,S,10:44:05.71,44
2,S,10:44:05.37,
2,S,10:44:37.27,56
2,S,10:44:37.69,
2,S,10:45:08.42,47
2,S,10:45:08.77,
2,S,10:47:01.10,57
2,S,10:47:01.67,
2,S,10:47:27.59,43
2,S,10:47:28.04,
2,S,10:48:00.66,45
2,S,10:48:01.57,
2,S,10:49:40.95,55
2,S,10:49:41.42,
2,S,10:52:13.53,52
2,S,10:52:13.86,
2,S,10:53:18.06,61
2,S,10:53:18.57,
2,S,10:54:07.95,53
2,S,10:54:45.33,59
2,S,10:54:46.26,
