measurer,type,time,number
14,S,16:02:40.98,1
14,S,16:02:41.70,
14,S,16:03:13.92,2
14,S,16:03:14.87,
14,S,16:03:47.16,16
14,S,16:03:47.70,
14,S,16:04:20.72,6
14,S,16:04:21.18,
14,S,16:04:51.17,9
14,S,16:04:51.84,
14,S,16:05:21.20,8
14,S,16:05:21.78,
14,S,16:05:49.05,19
14,S,16:05:49.81,
14,S,16:06:28.34,17
14,S,16:06:28.82,
14,S,16:06:55.91,22
14,S,16:06:56.81,
14,S,16:07:28.55,11
14,S,16:07:28.04,
14,S,16:07:57.72,7
14,S,16:07:58.28,
14,S,16:08:39.20,18
14,S,16:08:39.73,
14,S,16:09:20.22,5
14,S,16:09:20.91,
14,S,16:09:44.86,26
14,S,16:09:45.35,
14,S,16:10:20.85,21
14,S,16:10:21.56,
14,S,16:10:46.46,12
14,S,16:10:47.33,
14,S,16:11:10.35,24
14,S,16:11:10.97,
14,S,16:11:42.16,15
14,S,16:11:42.80,
14,S,16:12:17.65,25
14,S,16:12:17.45,
14,S,16:12:48.50,14
14,S,16:12:49.01,
14,S,16:13:18.10,35
14,S,16:13:19.01,
14,S,16:13:47.59,29
14,S,16:13:48.23,
14,S,16:14:20.96,36
14,S,16:14:21.46,
14,S,16:14:50.05,27
14,S,16:14:50.98,
14,S,16:15:25.91,54
14,S,16:15:26.66,
14,S,16:16:01.13,39
14,S,16:16:33.27,28
14,S,16:16:33.80,
14,S,16:17:04.23,37
14,S,16:17:04.77,
14,S,16:17:31.93,32
14,S,16:17:32.38,
14,S,16:18:07.04,43
14,S,16:18:07.59,
14,S,16:18:38.96,58
14,S,16:18:39.52,
14,S,16:19:11.62,46
14,S,16:19:12.03,
14,S,16:19:47.52,33
14,S,16:19:48.21,
14,S,16:20:23.21,44
14,S,16:20:23.90,
14,S,16:21:08.45,53
14,S,16:21:08.92,
14,S,16:21:40.13,52
14,S,16:21:40.79,
14,S,16:22:12.03,41
14,S,16:22:12.57,
14,S,16:22:45.38,61
14,S,16:22:46.21,
14,S,16:23:14.69,47
14,S,16:23:15.16,
14,S,16:24:03.16,38
14,S,16:24:03.60,
14,S,16:24:38.04,51
14,S,16:24:38.78,
14,S,16:25:16.21,45
14,S,16:25:16.85,
14,S,16:25:42.64,56
14,S,16:25:43.18,
14,S,16:26:17.37,59
14,S,16:26:18.02,
14,S,16:26:49.24,57
14,S,16:26:50.06,
