measurer,type,time,number
7,S,07:40:39.00,
7,S,07:40:42.81,
7,S,07:44:02.14,
7,S,07:54:55.41,
7,S,07:54:56.47,
7,T,08:19:41.29,
7,S,09:05:10.27,
7,S,09:06:52.63,
7,S,09:11:00.11,
7,S,09:16:37.45,1
7,S,09:16:38.08,
7,S,09:16:58.46,2
7,S,09:16:58.77,
7,S,09:18:49.46,6
7,S,09:18:49.79,
7,S,09:19:10.65,8
7,S,09:19:11.02,
7,S,09:19:32.69,9
7,S,09:19:33.19,
7,S,09:19:50.62,12
7,S,09:19:51.27,
7,S,09:21:06.51,21
7,S,09:21:06.91,
7,S,09:21:25.62,26
7,S,09:21:26.06,
7,S,09:21:44.05,24
7,S,09:21:44.54,
7,S,09:22:09.53,5
7,S,09:22:09.86,
7,S,09:22:29.62,11
7,S,09:22:44.92,28
7,S,09:22:45.32,
7,S,09:23:06.50,7
7,S,09:23:19.21,15
7,S,09:23:19.52,
7,S,09:25:39.52,18
7,S,09:26:03.61,14
7,S,09:26:03.95,
7,S,09:26:57.55,25
7,S,09:26:57.98,
7,S,09:27:26.27,17
7,S,09:27:57.19,29
7,S,09:27:57.67,
7,S,09:28:37.39,16
7,S,09:28:38.10,
7,S,09:29:12.89,22
7,S,09:29:13.51,
7,S,09:30:09.40,27
7,S,09:30:10.01,
7,S,09:30:49.29,
7,S,09:30:53.14,35
7,S,09:31:09.88,19
7,S,09:31:10.37,
7,S,09:31:38.62,33
7,S,09:32:22.58,32
7,S,09:34:13.77,36
7,S,09:34:37.94,37
7,S,09:34:38.30,
7,S,09:36:48.64,56
7,S,09:36:49.18,
7,S,09:37:26.58,54
7,S,09:37:46.59,41
7,S,09:37:47.08,
7,S,09:38:20.75,52
7,S,09:38:21.12,
7,S,09:38:24.46,39
7,S,09:38:38.31,44
7,S,09:38:38.68,
7,S,09:39:17.50,57
7,S,09:39:18.10,
7,S,09:41:17.22,45
7,S,09:41:17.78,
7,S,09:41:30.67,46
7,S,09:41:31.04,
7,S,09:41:55.94,47
7,S,09:41:56.29,
7,S,09:42:23.01,51
7,S,09:42:23.47,
7,S,09:42:53.24,58
7,S,09:42:53.60,
7,S,09:44:08.17,43
7,S,09:45:13.55,61
7,S,09:45:14.07,
7,S,09:45:47.58,53
7,S,09:46:33.03,38
7,S,09:46:33.57,
7,S,09:49:12.89,59
7,S,09:49:13.65,
