measurer,type,time,number
14,S,07:47:44.70,
14,S,07:47:45.15,
14,T,07:47:58.81,
14,T,07:48:00.30,
14,S,07:52:57.82,
14,S,07:52:58.67,
14,S,07:58:40.96,
14,S,07:58:41.27,
14,S,08:14:58.50,
14,S,08:14:58.84,
14,S,09:04:38.21,
14,S,09:04:38.58,
14,S,09:06:33.43,
14,S,09:06:33.77,
14,S,09:09:37.92,
14,S,09:09:38.53,
14,S,09:16:10.42,1
14,S,09:16:10.96,
14,S,09:16:31.35,2
14,S,09:16:31.84,
14,S,09:18:23.71,6
14,S,09:18:24.03,
14,S,09:18:44.08,8
14,S,09:18:44.50,
14,S,09:19:05.71,9
14,S,09:19:06.05,
14,S,09:19:23.82,12
14,S,09:19:24.24,
14,S,09:20:39.53,21
14,S,09:20:39.86,
14,S,09:20:58.87,26
14,S,09:20:59.29,
14,S,09:21:17.64,24
14,S,09:21:42.40,5
14,S,09:21:42.87,
14,S,09:22:02.92,11
14,S,09:22:17.01,28
14,S,09:22:17.34,
14,S,09:22:39.10,7
14,S,09:22:39.53,
14,S,09:22:52.95,15
14,S,09:25:12.38,18
14,S,09:25:13.16,
14,S,09:25:36.69,14
14,S,09:25:37.11,
14,S,09:26:30.42,25
14,S,09:26:30.83,
14,S,09:26:59.19,17
14,S,09:26:59.50,
14,S,09:27:29.98,29
14,S,09:27:30.37,
14,S,09:28:10.34,16
14,S,09:28:10.98,
14,S,09:28:47.76,22
14,S,09:29:42.62,27
14,S,09:29:42.11,
14,S,09:30:26.41,35
14,S,09:30:26.91,
14,S,09:30:43.15,19
14,S,09:30:43.68,
14,S,09:31:10.90,33
14,S,09:31:11.37,
14,S,09:31:55.09,32
14,S,09:31:55.56,
14,S,09:33:49.27,36
14,S,09:33:49.57,
14,S,09:34:10.68,37
14,S,09:34:11.23,
14,S,09:36:18.34,56
14,S,09:36:18.73,
14,S,09:36:59.58,54
14,S,09:36:59.98,
14,S,09:37:19.43,41
14,S,09:37:19.81,
14,S,09:37:52.99,52
14,S,09:37:57.85,39
14,S,09:38:12.39,44
14,S,09:38:12.72,
14,S,09:38:51.19,57
14,S,09:38:51.60,
14,S,09:40:50.51,45
14,S,09:40:51.34,
14,S,09:41:03.75,46
14,S,09:41:04.07,
14,S,09:41:28.79,47
14,S,09:41:29.13,
14,S,09:41:56.46,51
14,S,09:42:25.73,58
14,S,09:42:26.07,
14,S,09:43:39.27,43
14,S,09:44:46.60,61
14,S,09:44:47.01,
14,S,09:45:21.46,53
14,S,09:45:21.83,
14,S,09:46:06.00,38
14,S,09:46:06.36,
14,S,09:48:45.79,59
14,S,09:48:46.44,
