measurer,type,time,number
10,S,16:01:28.85,
10,S,16:01:32.04,
10,S,16:03:24.97,1
10,S,16:03:25.60,
10,S,16:03:58.07,2
10,S,16:04:31.09,16
10,S,16:04:31.85,
10,S,16:05:03.99,6
10,S,16:05:35.43,9
10,S,16:05:35.79,
10,S,16:06:04.37,8
10,S,16:06:31.95,19
10,S,16:06:32.29,
10,S,16:07:12.35,17
10,S,16:07:12.70,
10,S,16:07:39.84,22
10,S,16:08:12.33,11
10,S,16:08:12.67,
10,S,16:08:41.83,7
10,S,16:08:42.28,
10,S,16:09:23.36,18
10,S,16:09:23.73,
10,S,16:10:04.24,5
10,S,16:10:04.55,
10,S,16:10:28.10,26
10,S,16:10:28.43,
10,S,16:11:04.87,21
10,S,16:11:05.20,
10,S,16:11:29.09,12
10,S,16:11:29.55,
10,S,16:11:54.96,24
10,S,16:12:27.37,15
10,S,16:13:01.93,25
10,S,16:13:02.36,
10,S,16:13:32.62,14
10,S,16:13:33.05,
10,S,16:14:01.75,35
10,S,16:14:02.24,
10,S,16:14:31.60,29
10,S,16:14:31.95,
10,S,16:15:05.74,36
10,S,16:15:06.11,
10,S,16:15:34.45,27
10,S,16:15:34.84,
10,S,16:16:10.22,54
10,S,16:16:44.42,39
10,S,16:16:44.74,
10,S,16:17:16.88,28
10,S,16:17:17.19,
10,S,16:17:48.09,37
10,S,16:17:48.55,
10,S,16:18:16.22,32
10,S,16:18:16.55,
10,S,16:18:52.54,43
10,S,16:18:52.95,
10,S,16:19:24.59,58
10,S,16:19:55.64,46
10,S,16:19:55.98,
10,S,16:20:31.62,33
10,S,16:20:32.25,
10,S,16:21:05.05,44
10,S,16:21:05.76,
10,S,16:21:51.78,53
10,S,16:22:24.27,52
10,S,16:22:56.03,41
10,S,16:22:56.37,
10,S,16:23:29.17,61
10,S,16:23:29.63,
10,S,16:23:58.14,47
10,S,16:23:58.55,
10,S,16:24:46.84,38
10,S,16:24:47.25,
10,S,16:25:22.36,51
10,S,16:25:22.74,
10,S,16:25:59.56,45
10,S,16:26:00.14,
10,S,16:26:26.38,56
10,S,16:27:01.36,59
10,S,16:27:01.95,
10,S,16:27:33.65,57
10,S,16:27:34.02,
