measurer,type,time,number
14,T,14:21:10.11,
14,S,14:27:05.95,
14,S,14:27:06.24,
14,S,14:46:27.46,
14,S,14:46:27.95,
14,S,14:48:07.76,
14,S,14:48:08.91,
14,S,14:57:08.31,
14,S,14:57:09.08,
14,S,15:00:48.80,1
14,S,15:00:49.27,
14,S,15:01:27.84,2
14,S,15:08:13.18,16
14,S,15:08:13.81,
14,S,15:08:33.61,6
14,S,15:09:06.64,9
14,S,15:09:32.11,8
14,S,15:11:31.88,19
14,S,15:11:32.43,
14,S,15:12:25.80,17
14,S,15:12:26.10,
14,S,15:13:25.41,22
14,S,15:14:34.69,11
14,S,15:14:35.01,
14,S,15:14:55.20,7
14,S,15:14:55.72,
14,S,15:15:32.56,18
14,S,15:15:32.91,
14,S,15:16:03.04,5
14,S,15:16:03.40,
14,S,15:17:46.72,26
14,S,15:18:39.26,21
14,S,15:18:39.60,
14,S,15:19:01.41,12
14,S,15:19:01.76,
14,S,15:19:21.88,24
14,S,15:19:49.41,15
14,S,15:23:04.29,25
14,S,15:23:04.64,
14,S,15:24:18.21,14
14,S,15:24:18.51,
14,S,15:27:19.78,35
14,S,15:27:20.27,
14,S,15:27:49.99,29
14,S,15:27:50.35,
14,S,15:28:27.22,36
14,S,15:28:27.55,
14,S,15:29:22.49,27
14,S,15:29:22.00,
14,S,15:30:07.21,54
14,S,15:33:05.29,39
14,S,15:33:05.60,
14,S,15:33:23.15,28
14,S,15:34:03.62,37
14,S,15:34:04.17,
14,S,15:34:32.32,32
14,S,15:34:54.99,43
14,S,15:35:29.85,58
14,S,15:35:56.07,46
14,S,15:35:56.48,
14,S,15:36:18.23,33
14,S,15:36:18.75,
14,S,15:36:40.12,44
14,S,15:36:40.48,
14,S,15:37:53.40,53
14,S,15:37:53.70,
14,S,15:38:24.53,52
14,S,15:38:46.94,41
14,S,15:38:47.22,
14,S,15:39:17.53,61
14,S,15:39:17.97,
14,S,15:40:17.65,38
14,S,15:40:18.37,
14,S,15:40:45.27,51
14,S,15:40:45.56,
14,S,15:41:16.78,45
14,S,15:41:17.19,
14,S,15:42:44.09,56
14,S,15:42:44.65,
14,S,15:43:26.77,59
14,S,15:43:27.50,
14,S,15:43:56.69,57
