measurer,type,time,number
10,T,16:10:43.00,
10,T,16:10:45.19,
10,S,16:43:59.51,
10,T,16:45:38.00,
10,T,16:45:41.00,
10,T,16:45:57.00,
10,T,16:45:58.00,
10,S,11:17:43.41,
10,S,11:17:43.94,
10,S,11:17:45.04,
10,S,11:17:45.80,
10,T,11:18:39.14,
10,T,11:18:51.98,
10,T,11:19:10.21,
10,S,11:19:32.11,
10,S,11:19:32.98,
10,S,11:19:35.24,
10,S,11:19:36.38,
10,S,11:19:37.20,
10,S,11:19:38.14,
10,T,12:53:37.66,
10,S,12:54:04.47,
10,S,12:54:04.77,
10,S,12:54:06.35,
10,S,12:54:06.67,
10,T,13:40:49.59,
10,T,13:40:54.56,
10,S,14:22:31.62,
10,S,14:22:32.16,
10,S,14:28:21.30,
10,S,14:28:21.91,
10,S,14:34:18.70,
10,S,14:34:19.30,
10,S,14:34:57.25,
10,S,14:34:57.57,
10,S,14:35:31.54,
10,S,14:36:04.24,
10,S,14:36:04.76,
10,S,14:36:49.21,
10,S,14:36:49.66,
10,S,14:37:20.22,
10,S,14:37:20.68,
10,S,14:37:53.05,
10,S,14:38:32.85,
10,S,14:38:33.63,
10,S,14:39:11.46,
10,S,14:39:11.82,
10,S,14:39:44.19,
10,S,14:39:44.51,
10,S,14:40:18.44,
10,S,14:40:18.80,
10,S,14:40:53.99,
10,S,14:41:39.83,
10,S,14:42:10.02,
10,S,14:42:10.40,
10,S,14:42:41.73,
10,S,14:42:42.16,
10,S,14:43:21.07,
10,S,14:43:21.55,
10,S,14:43:50.86,
10,S,14:43:51.21,
10,S,14:44:23.55,
10,S,14:44:23.97,
10,S,14:44:55.67,
10,S,14:44:56.52,
10,S,14:45:29.26,
10,S,14:45:30.28,
10,S,14:46:17.38,
10,S,14:46:17.81,
10,S,14:46:49.05,
10,S,14:46:49.38,
10,S,14:47:23.55,
10,S,14:47:55.49,
10,S,14:47:55.86,
10,S,14:48:28.27,
10,S,14:48:28.68,
10,S,14:49:02.02,
10,S,14:49:02.37,
10,S,14:49:36.12,
10,S,14:49:36.68,
10,S,14:50:12.34,
10,S,14:50:12.83,
10,S,14:50:45.32,
10,S,14:50:45.62,
10,S,14:52:13.25,
