measurer,type,time,number
1,S,16:03:44.98,1
1,S,16:03:45.53,
1,S,16:04:18.09,2
1,S,16:04:18.81,
1,S,16:04:50.94,16
1,S,16:04:51.49,
1,S,16:05:23.43,6
1,S,16:05:24.19,
1,S,16:05:55.22,9
1,S,16:05:55.73,
1,S,16:06:23.95,8
1,S,16:06:24.71,
1,S,16:06:51.82,19
1,S,16:06:52.26,
1,S,16:07:32.35,17
1,S,16:07:32.77,
1,S,16:07:59.57,22
1,S,16:08:00.57,
1,S,16:08:32.16,11
1,S,16:08:32.67,
1,S,16:09:01.64,7
1,S,16:09:02.30,
1,S,16:09:43.35,18
1,S,16:09:43.70,
1,S,16:10:24.20,5
1,S,16:10:24.69,
1,S,16:10:48.29,26
1,S,16:10:48.77,
1,S,16:11:24.71,21
1,S,16:11:25.18,
1,S,16:11:47.79,12
1,S,16:11:48.96,
1,S,16:12:14.53,24
1,S,16:12:14.91,
1,S,16:12:47.34,15
1,S,16:12:47.74,
1,S,16:13:21.73,25
1,S,16:13:23.09,
1,S,16:13:52.67,14
1,S,16:13:53.00,
1,S,16:14:21.19,35
1,S,16:14:21.99,
1,S,16:14:51.64,29
1,S,16:14:52.12,
1,S,16:15:25.33,36
1,S,16:15:25.78,
1,S,16:15:54.22,27
1,S,16:15:55.43,
1,S,16:16:30.12,54
1,S,16:16:31.08,
1,S,16:17:03.50,39
1,S,16:17:04.92,
1,S,16:17:35.37,28
1,S,16:17:36.03,
1,S,16:18:07.95,37
1,S,16:18:08.55,
1,S,16:18:35.93,32
1,S,16:18:36.38,
1,S,16:19:10.94,43
1,S,16:19:11.59,
1,S,16:19:44.90,58
1,S,16:19:46.07,
1,S,16:20:15.32,46
1,S,16:20:15.76,
1,S,16:20:51.22,33
1,S,16:20:51.78,
1,S,16:21:24.52,44
1,S,16:21:25.37,
1,S,16:22:09.27,53
1,S,16:22:10.13,
1,S,16:22:42.89,52
1,S,16:22:44.56,
1,S,16:23:14.80,41
1,S,16:23:15.72,
1,S,16:23:49.22,61
1,S,16:24:17.96,47
1,S,16:24:18.41,
1,S,16:25:06.78,38
1,S,16:25:07.29,
1,S,16:25:42.11,51
1,S,16:25:42.58,
1,S,16:26:18.95,45
1,S,16:26:20.03,
1,S,16:26:45.47,56
1,S,16:26:46.03,
1,S,16:27:21.41,59
1,S,16:27:22.09,
1,S,16:27:52.34,57
1,S,16:27:53.55,
