measurer,type,time,number
3,T,16:00:28.04,
3,T,16:00:40.55,
3,T,16:21:33.00,
3,S,16:27:27.89,
3,S,16:27:29.54,
3,S,16:58:26.78,1
3,S,16:58:27.38,
3,S,17:06:51.51,14
3,S,17:06:51.99,
3,S,17:07:16.39,15
3,S,17:07:16.71,
3,S,17:10:10.27,5
3,S,17:10:10.79,
3,S,17:10:35.08,9
3,S,17:11:02.04,29
3,S,17:11:02.62,
3,S,17:12:01.09,16
3,S,17:12:01.85,
3,S,17:12:34.36,11
3,S,17:12:34.86,
3,S,17:13:36.66,2
3,S,17:13:37.93,
3,S,17:14:55.81,22
3,S,17:15:56.72,35
3,S,17:15:57.16,
3,S,17:16:39.77,25
3,S,17:16:40.18,
3,S,17:17:41.44,17
3,S,17:18:14.11,18
3,S,17:18:14.60,
3,S,17:18:25.60,24
3,S,17:18:26.05,
3,S,17:20:33.10,37
3,S,17:20:33.59,
3,S,17:21:26.73,7
3,S,17:21:27.08,
3,S,17:22:07.50,39
3,S,17:22:08.02,
3,S,17:22:36.25,27
3,S,17:23:43.11,45
3,S,17:23:43.69,
3,S,17:24:20.25,46
3,S,17:24:20.82,
3,S,17:24:53.31,56
3,S,17:24:53.80,
3,S,17:25:28.57,36
3,S,17:26:10.87,33
3,S,17:26:11.30,
3,S,17:27:27.80,52
3,S,17:27:56.49,54
3,S,17:27:56.97,
3,S,17:28:35.34,21
3,S,17:28:35.70,
3,S,17:28:53.91,28
3,S,17:29:25.11,48
3,S,17:29:25.59,
3,S,17:30:51.07,26
3,S,17:30:51.43,
3,S,17:32:25.44,19
3,S,17:32:26.84,
3,S,17:34:38.70,38
3,S,17:34:39.28,
3,S,17:36:46.83,41
3,S,17:36:47.16,
3,S,17:37:27.78,43
3,S,17:37:28.39,
3,S,17:38:17.94,47
3,S,17:38:18.45,
3,S,17:38:51.39,6
3,S,17:38:51.96,
3,S,17:39:29.79,55
3,S,17:39:30.12,
3,S,17:40:46.39,59
3,S,17:40:47.06,
3,S,17:42:14.55,32
3,S,17:42:14.87,
3,S,17:42:23.01,61
3,S,17:42:23.57,
3,S,17:43:12.68,53
3,S,17:43:50.76,51
3,S,17:43:51.31,
3,S,17:44:23.95,44
3,S,17:45:45.22,12
3,S,17:45:45.85,
3,S,17:47:59.33,57
3,S,17:47:59.81,
3,S,17:54:55.79,58
3,S,17:54:56.84,
