measurer,type,time,number
15,T,14:33:31.41,
15,T,14:33:34.94,
15,T,14:33:53.96,
15,T,14:36:38.78,
15,T,14:36:47.49,
15,T,14:40:11.35,
15,S,14:46:42.73,
15,S,14:46:43.59,
15,S,14:48:23.09,
15,S,14:48:23.67,
15,S,14:48:30.11,
15,S,14:57:07.20,
15,T,14:57:31.33,
15,S,15:00:59.79,1
15,S,15:01:00.51,
15,S,15:01:38.79,2
15,S,15:01:39.86,
15,S,15:08:24.08,16
15,S,15:08:24.80,
15,S,15:08:44.03,6
15,S,15:08:44.42,
15,S,15:09:17.56,9
15,S,15:09:18.03,
15,S,15:09:42.91,8
15,S,15:09:43.23,
15,S,15:11:42.82,19
15,S,15:11:43.34,
15,S,15:12:36.75,17
15,S,15:12:37.19,
15,S,15:13:35.27,22
15,S,15:13:35.85,
15,S,15:14:45.65,11
15,S,15:14:46.02,
15,S,15:15:06.29,7
15,S,15:15:06.59,
15,S,15:15:43.56,18
15,S,15:15:44.06,
15,S,15:16:14.09,5
15,S,15:16:14.65,
15,S,15:17:57.28,26
15,S,15:17:57.82,
15,S,15:18:50.27,21
15,S,15:18:50.92,
15,S,15:19:12.12,12
15,S,15:19:12.82,
15,S,15:19:32.51,24
15,S,15:19:33.52,
15,S,15:20:00.79,15
15,S,15:20:01.12,
15,S,15:23:15.46,25
15,S,15:23:15.95,
15,S,15:24:28.92,14
15,S,15:27:30.63,35
15,S,15:27:31.14,
15,S,15:28:00.77,29
15,S,15:28:01.34,
15,S,15:28:35.69,36
15,S,15:28:35.99,
15,S,15:29:33.32,27
15,S,15:29:33.91,
15,S,15:30:18.14,54
15,S,15:30:18.82,
15,S,15:33:16.31,39
15,S,15:33:16.93,
15,S,15:33:30.92,28
15,S,15:33:31.29,
15,S,15:34:14.60,37
15,S,15:34:15.04,
15,S,15:34:42.61,32
15,S,15:34:43.32,
15,S,15:35:04.82,43
15,S,15:35:05.78,
15,S,15:35:39.36,58
15,S,15:35:39.76,
15,S,15:36:07.08,46
15,S,15:36:07.56,
15,S,15:36:29.19,33
15,S,15:36:29.60,
15,S,15:36:50.70,44
15,S,15:36:50.41,
15,S,15:38:03.74,53
15,S,15:38:04.24,
15,S,15:38:35.91,52
15,S,15:38:36.85,
15,S,15:38:57.79,41
15,S,15:38:58.32,
15,S,15:39:28.38,61
15,S,15:39:29.01,
15,S,15:40:27.85,47
15,S,15:40:28.36,
15,S,15:40:31.15,38
15,S,15:40:56.08,51
15,S,15:40:56.50,
15,S,15:41:27.45,45
15,S,15:41:28.19,
15,S,15:42:55.83,56
15,S,15:42:56.58,
15,S,15:43:37.84,59
15,S,15:43:38.50,
15,S,15:44:06.80,57
15,S,15:44:07.43,
